label,text,cleaned_text
0.0,"@name @name Dabei hätten wir es in der Hand gehabt Vermittler zwischen Ost und West zu sein.
Außerdem: Russen, Polen, Ukrainer etc. sind ein unheimlich netter Menschenschlag, die hervorragend zu uns passen.","@USER @USER Dabei hätten wir es in der Hand gehabt Vermittler zwischen Ost und West zu sein. Außerdem: Russen, Polen, Ukrainer etc. sind ein unheimlich netter Menschenschlag, die hervorragend zu uns passen."
0.0,"@name @name @name @Die_Gruenen @spdde Nun, hatte dieser Tatort und auch vorige Folgen nicht einen zarten Hauch von Propaganda à la Göbbels?
Ist doch mit normalem Hausverstand unübersehbar.","@USER @USER @USER @USER @USER Nun, hatte dieser Tatort und auch vorige Folgen nicht einen zarten Hauch von Propaganda à la Göbbels? Ist doch mit normalem Hausverstand unübersehbar."
0.0,Nikolai: 1000€ Belohnung für die Ergreifung eines drittklassigen Kunstmalers https://t.co/Oa2dJ5K1D0 https://t.co/9D3XK4shlx,Nikolai: 1000€ Belohnung für die Ergreifung eines drittklassigen Kunstmalers URL URL
0.0,"RT @name: Tut was gegen diese Tusse.
Beleidigung von Staatsorganen hat nichts mit Journslismus zu tun.
Strafantrag?? http://",RT @USER: Tut was gegen diese Tusse. Beleidigung von Staatsorganen hat nichts mit Journslismus zu tun. Strafantrag?? URL
0.0,"die sogenannten deutschen( schulz,merkel, gabriel, steinmeier,usw. sagen der welt was ""vorn"" ist! es gab zeiten, deutschland,deutschland über alles, sind wir daran schon vorbei oder kommt das noch? http://","die sogenannten deutschen( schulz,merkel, gabriel, steinmeier,usw. sagen der welt was ""vorn"" ist! es gab zeiten, deutschland,deutschland über alles, sind wir daran schon vorbei oder kommt das noch? URL"
0.0,"der faule apfel fällt nicht weit vom birnenbaum!( fälschung,nee nur geschönt)!😡💣 http://","der faule apfel fällt nicht weit vom birnenbaum!( fälschung,nee nur geschönt)!😡💣 URL"
0.0,Der Sachsenführer – Widukind http://,Der Sachsenführer – Widukind URL
0.0,"RT @name: #DieGrünen-Baustadtrat #Schmidt besucht Veranstaltung
„Das Rote #Berlin – Strategien für eine sozialistische Stadt“ der ""Interventionistischen Linke"", die vom Verfassungsschutz beobachtet wird....läuft
http://","RT @USER: #DieGrünen-Baustadtrat #Schmidt besucht Veranstaltung „Das Rote #Berlin – Strategien für eine sozialistische Stadt“ der ""Interventionistischen Linke"", die vom Verfassungsschutz beobachtet wird....läuft URL"
0.0,"RT @name: ""Ich möchte Frau Merkel sagen, dass sie das Blut meines Sohnes an ihren Händen hat."" - Bedrückendes Interview über das Leid und die Enttäuschung der Familie des von Anis #Amri ermordeten polnischen LKW-Fahrers #Breitscheidplatz
http://","RT @USER: ""Ich möchte Frau Merkel sagen, dass sie das Blut meines Sohnes an ihren Händen hat."" - Bedrückendes Interview über das Leid und die Enttäuschung der Familie des von Anis #Amri ermordeten polnischen LKW-Fahrers #Breitscheidplatz URL"
0.0,"Wenn deine Hände tättowiert sind, respektiere ich dich nicht.","Wenn deine Hände tättowiert sind, respektiere ich dich nicht."
0.0,"RT @name: Bei Menschen die ihre Muttersprache nicht beherrschen, klappt es auch oft bei Fremdsprachen nicht. Denn wer für seine eigene Sprache kein Interesse zeigt, zeigt für gewöhnlich auch keines für andere Sprachen.","RT @USER: Bei Menschen die ihre Muttersprache nicht beherrschen, klappt es auch oft bei Fremdsprachen nicht. Denn wer für seine eigene Sprache kein Interesse zeigt, zeigt für gewöhnlich auch keines für andere Sprachen."
0.0,@name @name Typisch Deutschland. Polizei schaut zu oder läuft weg. So verschafft man sich den Respekt dieser Verbrecher. Die Polizei wurde von der Politik zur Lachnummer degradiert.,@USER @USER Typisch Deutschland. Polizei schaut zu oder läuft weg. So verschafft man sich den Respekt dieser Verbrecher. Die Polizei wurde von der Politik zur Lachnummer degradiert.
0.0,"""@ anonymous Wieso denn abstechen??! Haha. Da hast du aber komische Ängste?!! Ihr ging es doch nur um Schläge, um ihre Wut, und so schlimm ist das ja nun auch nicht, falls bei mir mal ein schwaches Mädchen mit ihren Fäusten herumzappelt. Vor allem glaube ich auch aufgrund eigener Erfahrungen daran, daß Kampfsport ausgeglichener macht, die Selbstsicherheit dauerhaft erhöht und Aggressionen beherrschen hilft. Und ich finde, jede Frau sollte sich verteidigen können! Ich kann Frauen nur empfehlen, und zwar ohne jegliche Einschränkungen, an feministischen Selbstverteidungskursen teilzunehmen! Noch besser wäre ein ganzes Jahr in einer feministischen Kampfsportgruppe. So etwas verändert das Körpergefühl positiv, schafft Sicherheit (tatsächlich!) und macht auch noch eine Menge Spaß.  Das ist wirklich etwas Gutes. Lothar""","""@ anonymous Wieso denn abstechen??! Haha. Da hast du aber komische Ängste?!! Ihr ging es doch nur um Schläge, um ihre Wut, und so schlimm ist das ja nun auch nicht, falls bei mir mal ein schwaches Mädchen mit ihren Fäusten herumzappelt. Vor allem glaube ich auch aufgrund eigener Erfahrungen daran, daß Kampfsport ausgeglichener macht, die Selbstsicherheit dauerhaft erhöht und Aggressionen beherrschen hilft. Und ich finde, jede Frau sollte sich verteidigen können! Ich kann Frauen nur empfehlen, und zwar ohne jegliche Einschränkungen, an feministischen Selbstverteidungskursen teilzunehmen! Noch besser wäre ein ganzes Jahr in einer feministischen Kampfsportgruppe. So etwas verändert das Körpergefühl positiv, schafft Sicherheit (tatsächlich!) und macht auch noch eine Menge Spaß. Das ist wirklich etwas Gutes. Lothar"""
1.0,ich bin neue könig der spiele wer hat bock auf duel einsatz 1 k oder ot wer traut wo sind eure eier habe schon koreaner japaner geschlachtet,ich bin neue könig der spiele wer hat bock auf duel einsatz 1 k oder ot wer traut wo sind eure eier habe schon koreaner japaner geschlachtet
0.0,Es geht vor allem um MEHR #Organspender! Jeder von uns kann auch bald Organsuchender sein! https://t.co/ralofICzQg,Es geht vor allem um MEHR #Organspender! Jeder von uns kann auch bald Organsuchender sein! URL
0.0,@name @name @name @polizei @name @name @name Irgendwas stimmt mir diesem Account auch nicht. Sagt mir mein Gefühl.,@USER @USER @USER @USER @USER @USER @USER Irgendwas stimmt mir diesem Account auch nicht. Sagt mir mein Gefühl.
0.0,"RT @name: Degenerierte Politikergeneration: Wenn Kriminelle besser versorgt werden, als unsere Schulkinder
http://","RT @USER: Degenerierte Politikergeneration: Wenn Kriminelle besser versorgt werden, als unsere Schulkinder URL"
0.0,"RT @name: Helft der Hamburger Polizei bei der Identifizierung von linken Gewalttätern.

Hier über 100 Fahndungsbilder der... http://",RT @USER: Helft der Hamburger Polizei bei der Identifizierung von linken Gewalttätern. Hier über 100 Fahndungsbilder der... URL
0.0,"@name @name @news So, so. Fragt sich nur, warum bei der @name auch immer brav für Merkel die Ärmchen hochgehen?","@USER @USER @USER So, so. Fragt sich nur, warum bei der @USER auch immer brav für Merkel die Ärmchen hochgehen?"
0.0,RT @name: Die #AfD ist die einzige Partei die sich noch für den deutschen Bürger einsetzt.,RT @USER: Die #AfD ist die einzige Partei die sich noch für den deutschen Bürger einsetzt.
1.0,Erst ihr physischer Tod wird alles bereinigen. http://,Erst ihr physischer Tod wird alles bereinigen. URL
0.0,"@name Der Punkt mit Schopenhauer, Jonathan Haidt usw. ist für mich: 1. Es gibt keinen Schiedsrichter, wer verbindlich entscheidet, wer recht hat. 2. Die kognitive Erkenntnis wird stets von Eigeninteressen, Werturteilen, Moralvorstellungen, Affekten, Perspektiven... gefiltert/ gebremst.","@USER Der Punkt mit Schopenhauer, Jonathan Haidt usw. ist für mich: 1. Es gibt keinen Schiedsrichter, wer verbindlich entscheidet, wer recht hat. 2. Die kognitive Erkenntnis wird stets von Eigeninteressen, Werturteilen, Moralvorstellungen, Affekten, Perspektiven... gefiltert/ gebremst."
0.0,"Die #AfD warnt schon lange davor, dass die Schule von links-grünen Lehrern unter Missachtung des #Beutelsbacher_Konsens zur politischen Beeinflussung der Schüler missbraucht wird. Man fühlt sich in schlimmste #DDR-Zeiten zurückversetzt. #Neutrale_Schule https://t.co/pk4NIf4acJ","Die #AfD warnt schon lange davor, dass die Schule von links-grünen Lehrern unter Missachtung des #Beutelsbacher_Konsens zur politischen Beeinflussung der Schüler missbraucht wird. Man fühlt sich in schlimmste #DDR-Zeiten zurückversetzt. #Neutrale_Schule URL"
0.0,Integration: Die Gutmenschen und die dunklen Seiten des Islam. http:// via @news,Integration: Die Gutmenschen und die dunklen Seiten des Islam. URL via @USER
0.0,Was fratzenbuch zur Zeit bewegt #59 http:// via @name,Was fratzenbuch zur Zeit bewegt #59 URL via @USER
0.0,"RT @name: @name @name Ehrlich, ich sage es wirklich nicht gerne...aber ""nie wieder!"" Oder es geht bald ein Ruck durch Deutschland, was überhaupt nicht zu merkeln ist.","RT @USER: @USER @USER Ehrlich, ich sage es wirklich nicht gerne...aber ""nie wieder!"" Oder es geht bald ein Ruck durch Deutschland, was überhaupt nicht zu merkeln ist."
0.0,RT @name: 26 Straftaten & 140 000 Euro Schaden - Polizist als Bandenchef angeklagt http://,RT @USER: 26 Straftaten & 140 000 Euro Schaden - Polizist als Bandenchef angeklagt URL
1.0,@name hhaahahh behindert diese menschen was is geil wenn eine andere dein eigentum fickt würde kaputt shlagen diesen huen der das sich traut menschen soo behindert geworden du kannst sie programmeiren wie du willst zumindesr die meisten,@USER hhaahahh behindert diese menschen was is geil wenn eine andere dein eigentum fickt würde kaputt shlagen diesen huen der das sich traut menschen soo behindert geworden du kannst sie programmeiren wie du willst zumindesr die meisten
0.0,"""lettre d'adieux Na ja, das bringt dann wohl nix mehr hier bei Euch. Ihr ähnelt ja mehr einem Springerblatt mit eurer rigoroser Zensurpolitik. Und dann wundert ihr euch, dass Feministinnen nicht mehr ernst genommen werden können ? Dann vegetiert mal weiter in eurem Mikrokosmos, dreht euch weiter nur um euch selbst ;) Mir ist das einfach zu primitiv mit Euch, dann lieber ohne Euch, aber gezwungenermaßen gegen Euch! In diesem Sinne""","""lettre d'adieux Na ja, das bringt dann wohl nix mehr hier bei Euch. Ihr ähnelt ja mehr einem Springerblatt mit eurer rigoroser Zensurpolitik. Und dann wundert ihr euch, dass Feministinnen nicht mehr ernst genommen werden können ? Dann vegetiert mal weiter in eurem Mikrokosmos, dreht euch weiter nur um euch selbst ;) Mir ist das einfach zu primitiv mit Euch, dann lieber ohne Euch, aber gezwungenermaßen gegen Euch! In diesem Sinne"""
0.0,"RT @name: ""DER SPIEGEL"" sollte sich besser umbenennen in ""DER HEUCHLER"". Wer singt denn dauernd das hohe Lied der kulturellen Bereicherung und der tollen Integration? http://","RT @USER: ""DER SPIEGEL"" sollte sich besser umbenennen in ""DER HEUCHLER"". Wer singt denn dauernd das hohe Lied der kulturellen Bereicherung und der tollen Integration? URL"
0.0,"@name @name Quatsch, niederbrennen machen die schon selbst. Die Dinger waren teuer, die können wir noch gebrauchen.

Wie wär es denn einfach damit, illegale Einwanderer wieder abzuschieben?
Vor allem: Keine neuen mehr rein zu lassen?

Und: UNSERE Kultur als Maßstab anzulegen.","@USER @USER Quatsch, niederbrennen machen die schon selbst. Die Dinger waren teuer, die können wir noch gebrauchen. Wie wär es denn einfach damit, illegale Einwanderer wieder abzuschieben? Vor allem: Keine neuen mehr rein zu lassen? Und: UNSERE Kultur als Maßstab anzulegen."
0.0,"RT @name: Als die 126 Bitcoins 2014 in Hessen beschlagnahmt wurden, waren sie 50.000 Euro wert. Jetzt sind es fast zwei Millionen Euro. http://","RT @USER: Als die 126 Bitcoins 2014 in Hessen beschlagnahmt wurden, waren sie 50.000 Euro wert. Jetzt sind es fast zwei Millionen Euro. URL"
0.0,"RT @name: Seit Jahren sollen #Lehrer das ausbügeln, was Kinder zu Hause nicht vermittelt bekommen. In NRW sollen #Schüler jetzt per Arbeitsblatt lernen, wie man richtig auf die Toilette geht. O Tempora, o mores! #AfD #Bildung
http://","RT @USER: Seit Jahren sollen #Lehrer das ausbügeln, was Kinder zu Hause nicht vermittelt bekommen. In NRW sollen #Schüler jetzt per Arbeitsblatt lernen, wie man richtig auf die Toilette geht. O Tempora, o mores! #AfD #Bildung URL"
0.0,RT @name: Tagträumer http://,RT @USER: Tagträumer URL
0.0,"@name Für exakt diese ""falschen Hände"" wurde das Gesetz gestrickt.","@USER Für exakt diese ""falschen Hände"" wurde das Gesetz gestrickt."
0.0,"Hätte er mal nur #AllahuAkbar gerufen, dann wär's vielleicht weniger geworden? https://t.co/FGJ7UdfVO7","Hätte er mal nur #AllahuAkbar gerufen, dann wär's vielleicht weniger geworden? URL"
0.0,"@name @name Niemand hetzt gegen Minderheiten, Fakten und Klartext sind die Wirklichkeit. Sie erwarten fatalerweise, dass die Mehrheit eine unfähige Minderheit durch den Sozialstaat mitfinanzieren. Und da sage ich klar nein. Keine Einwanderung in die Sozialsysteme.","@USER @USER Niemand hetzt gegen Minderheiten, Fakten und Klartext sind die Wirklichkeit. Sie erwarten fatalerweise, dass die Mehrheit eine unfähige Minderheit durch den Sozialstaat mitfinanzieren. Und da sage ich klar nein. Keine Einwanderung in die Sozialsysteme."
0.0,@name Sehr gut!,@USER Sehr gut!
0.0,Die Denunziations-Initiative „Reconquista Internet“ inklusive der Hetze gegen die Familie der ermordeten Susanna wird belohnt.  #grimmepreis     https://t.co/8yrHVXc7DO,Die Denunziations-Initiative „Reconquista Internet“ inklusive der Hetze gegen die Familie der ermordeten Susanna wird belohnt. #grimmepreis URL
1.0,RT @name: Die #Bundeskloake zeigt was sie kann. http://,RT @USER: Die #Bundeskloake zeigt was sie kann. URL
0.0,"RT @name: @name @name Wann greift,die Stadt Mannhein gegen diese „Jugendlichen“ durch?!","RT @USER: @USER @USER Wann greift,die Stadt Mannhein gegen diese „Jugendlichen“ durch?!"
0.0,"RT @name: Ich hab einer Arbeitskollegin das Buch
""Leben mit Linken"" empfohlen und gezeigt

Sie hat danach gegriffen:
""OH, das würd ich gern mal lesen""

Weggezogen und ein: ""Dann kaufs dir doch du Nuss"" verknifffen
😂😱","RT @USER: Ich hab einer Arbeitskollegin das Buch ""Leben mit Linken"" empfohlen und gezeigt Sie hat danach gegriffen: ""OH, das würd ich gern mal lesen"" Weggezogen und ein: ""Dann kaufs dir doch du Nuss"" verknifffen 😂😱"
0.0,WAS HEISST IMMER MEHR? EIN WEIBLICHES WESEN KANN SICH DOCH NICHT MEHR ALLEINE UNBEWAFFNET AUF DIE STRASSE TRAUEN😡 http://,WAS HEISST IMMER MEHR? EIN WEIBLICHES WESEN KANN SICH DOCH NICHT MEHR ALLEINE UNBEWAFFNET AUF DIE STRASSE TRAUEN😡 URL
0.0,"RT @name: Retweet, um euer Profil vor der roten Observation zu schützen http://","RT @USER: Retweet, um euer Profil vor der roten Observation zu schützen URL"
0.0,"@name @name @name Wenn das so wäre, gäbe es keinen Unterschied zwischen Wissenschaft und Ideologie. Beschäftigen Sie sich doch mal eine Weile damit, wie die ""Wissenschaftlichkeit"" der Gender Studies begründet wird, und sie werden staunen.","@USER @USER @USER Wenn das so wäre, gäbe es keinen Unterschied zwischen Wissenschaft und Ideologie. Beschäftigen Sie sich doch mal eine Weile damit, wie die ""Wissenschaftlichkeit"" der Gender Studies begründet wird, und sie werden staunen."
0.0,"RT @name: Achtung, Achtung, Österreich verliert offenbar seinen Status als sicheres Herkunftsland, da die Ösis den Geflüchteten kein Bargeld mehr in die Hand drücken wollen. Es werden weitere hundertausende Flüchtlinge in Deutschland erwartet.🤑 http://","RT @USER: Achtung, Achtung, Österreich verliert offenbar seinen Status als sicheres Herkunftsland, da die Ösis den Geflüchteten kein Bargeld mehr in die Hand drücken wollen. Es werden weitere hundertausende Flüchtlinge in Deutschland erwartet.🤑 URL"
0.0,"RT @name: Ich hätte einen Mördergag für meine Einäscherung. Alles hängt davon ab, ob ich es schaffe kurz vor meinem Tod 3kg Maiskörner zu essen.","RT @USER: Ich hätte einen Mördergag für meine Einäscherung. Alles hängt davon ab, ob ich es schaffe kurz vor meinem Tod 3kg Maiskörner zu essen."
0.0,RT @name: Meine Freundin schläft auf dem Boden whärend mein Presseausweis bei mir im Bett schläft,RT @USER: Meine Freundin schläft auf dem Boden whärend mein Presseausweis bei mir im Bett schläft
0.0,@name Müller warb doch in seinem Wahlkampf doch vor Symbolen des Islam. Kopftuch etc. Kann doch gar nicht genug von seinem neuen Freunden bekommen. Deshalb war es ihn ja peinlich an Trauerfeier teilnehmen zu müssen,@USER Müller warb doch in seinem Wahlkampf doch vor Symbolen des Islam. Kopftuch etc. Kann doch gar nicht genug von seinem neuen Freunden bekommen. Deshalb war es ihn ja peinlich an Trauerfeier teilnehmen zu müssen
0.0,JETZT REICHT ES ABER = LINDNER soll sich ein BEISPIEL an MÖLLEMANN nehmen! Böhmermann gegen Lindner - Leinen los http://,JETZT REICHT ES ABER = LINDNER soll sich ein BEISPIEL an MÖLLEMANN nehmen! Böhmermann gegen Lindner - Leinen los URL
1.0,RT @name: @name @name Der Tussy hat man ins Gehirn geschissen,RT @USER: @USER @USER Der Tussy hat man ins Gehirn geschissen
0.0,Spahn und Günther wollen europäischen Islam  'Das muss man sich genau anhören'...Die tollen👹Ideen werden immer mehr....den Anfängen....!    https://t.co/zxwiPCE5XB    Über @updayDE gesendet,Spahn und Günther wollen europäischen Islam 'Das muss man sich genau anhören'...Die tollen👹Ideen werden immer mehr....den Anfängen....! URL Über @USER gesendet
0.0,Das ist Achmed. Achmed ist #Istanbul-Terrorist und Mehrfachmörder. Früher war Ahmed Flüchtling in Österreich.  #NurSo https://t.co/Mb2vs4Yjsj,Das ist Achmed. Achmed ist #Istanbul-Terrorist und Mehrfachmörder. Früher war Ahmed Flüchtling in Österreich. #NurSo URL
0.0,"Und hier in Deutschland soll es funktionieren???Muslime können mit KLEINEM  ZUSAMMENLEBEN,weil der ISLAM eine brutale faschistoide Ideologie ist!! http://","Und hier in Deutschland soll es funktionieren???Muslime können mit KLEINEM ZUSAMMENLEBEN,weil der ISLAM eine brutale faschistoide Ideologie ist!! URL"
0.0,RT @name: Ärger in der Vorweihnachtszeit: Paketzusteller scheinen an der Mammutaufgabe von Millionen an verschickten Päckchen vor dem Heiligen Abend zu scheitern – jetzt bei #FAZplus. http://,RT @USER: Ärger in der Vorweihnachtszeit: Paketzusteller scheinen an der Mammutaufgabe von Millionen an verschickten Päckchen vor dem Heiligen Abend zu scheitern – jetzt bei #FAZplus. URL
0.0,"Das Regierungsprogramm wurde am Kahlenberg präsentiert. Genau diese symbolischen Referenzen an die nationale und europäische Tradition fehlten der seelenlosen, globalistischen Politik.
Für das Bekenntnis zur Leitkultur:
#dankeschwarzblau
#schwarzblau","Das Regierungsprogramm wurde am Kahlenberg präsentiert. Genau diese symbolischen Referenzen an die nationale und europäische Tradition fehlten der seelenlosen, globalistischen Politik. Für das Bekenntnis zur Leitkultur: #dankeschwarzblau #schwarzblau"
0.0,"RT @name: Der Begriff „Faschismus“ ist eine reine Projektionsfläche. Für diejenigen die ihn lieben und die ihn hassen, die er so aneinander kettet.
Gottseidank wird er bald seine Bedeutung verlieren. http://","RT @USER: Der Begriff „Faschismus“ ist eine reine Projektionsfläche. Für diejenigen die ihn lieben und die ihn hassen, die er so aneinander kettet. Gottseidank wird er bald seine Bedeutung verlieren. URL"
0.0,"RT @name: @name Deutschlands arroganter Sonderweg hat Europa schon einmal in tiefstes Chaos und Verderben gestürzt.

Damals war es die Naziideologie, heute ist es die ebenfalls gefährliche Gutmenschenideologie der NWO.

Wenn das Chaos perfekt ist, wird keiner gewillt sein uns zu helfen.","RT @USER: @USER Deutschlands arroganter Sonderweg hat Europa schon einmal in tiefstes Chaos und Verderben gestürzt. Damals war es die Naziideologie, heute ist es die ebenfalls gefährliche Gutmenschenideologie der NWO. Wenn das Chaos perfekt ist, wird keiner gewillt sein uns zu helfen."
0.0,"@name @name Warum bemüht man immerzu die NSDAP-Zeit?
Nein, wird Nicht-Erlebende vergessen es aber auch nicht, aber bei jedem Scheiss diese unselige Nazi-Ära zum Thema machen ist auch etwas dumm.","@USER @USER Warum bemüht man immerzu die NSDAP-Zeit? Nein, wird Nicht-Erlebende vergessen es aber auch nicht, aber bei jedem Scheiss diese unselige Nazi-Ära zum Thema machen ist auch etwas dumm."
0.0,"""@Xena: Gern geschehen. Einen Dank auch zurück für deine Beschimpfung. Tja, wenn du meinst dass der gebrauch des begriffs “auftussen” sexistisch is, dann kanns du das gerne tun. Ich sehe dieses aber als andere seite des """"Machos"""": das mädel, das sich schön um seine schönheit kümmert. auf der anderen seite (des sexismus) steht dann der mann, der sport macht, etc. ich hoffe ich konnte dir deine sichtweise mal näher bringen. (Ich habe also lediglich das """"Aufgetusse"""" angegriffen, nicht mädchen/frauen an sich. wenn ÜBERHAUPT, dann mädchen/frauen, wie sie heute MEISTENS sind. wenn du diesen zustand aber zum dauerzustand erklärst, betreibs du auch sexismus, würde ich dir vorwerfen). Ich finde, mädchen/frauen sollten sich aus ihrer """"tussenrolle"""" herauslösen und rational drüber nachdenken welches verhalten sinnvoll is. mit """"verhalten"""" meine ich ALLES, also schminken, verhalten gegenüber jungs/männern, Rasieren, etc. Die reflektion darf nicht nur (aber natürl. AUCH) auf männerseite aus erfolgen ich hoffe ich konnte dir deine sichtweise mal näher bringen. Vielen Dank für deine Aufmerksamkeit.""","""@USER: Gern geschehen. Einen Dank auch zurück für deine Beschimpfung. Tja, wenn du meinst dass der gebrauch des begriffs “auftussen” sexistisch is, dann kanns du das gerne tun. Ich sehe dieses aber als andere seite des """"Machos"""": das mädel, das sich schön um seine schönheit kümmert. auf der anderen seite (des sexismus) steht dann der mann, der sport macht, etc. ich hoffe ich konnte dir deine sichtweise mal näher bringen. (Ich habe also lediglich das """"Aufgetusse"""" angegriffen, nicht mädchen/frauen an sich. wenn ÜBERHAUPT, dann mädchen/frauen, wie sie heute MEISTENS sind. wenn du diesen zustand aber zum dauerzustand erklärst, betreibs du auch sexismus, würde ich dir vorwerfen). Ich finde, mädchen/frauen sollten sich aus ihrer """"tussenrolle"""" herauslösen und rational drüber nachdenken welches verhalten sinnvoll is. mit """"verhalten"""" meine ich ALLES, also schminken, verhalten gegenüber jungs/männern, Rasieren, etc. Die reflektion darf nicht nur (aber natürl. AUCH) auf männerseite aus erfolgen ich hoffe ich konnte dir deine sichtweise mal näher bringen. Vielen Dank für deine Aufmerksamkeit."""
0.0,"RT @name: #farbenbekennen finde ich wichtig!
Weiß gefällt mir sehr!
Blond ist eine tolle Haarfarbe bei Frauen!
Trikots mit deutschen Nationalfarben haben mir auch gut gefallen!
Aber leider ist dort #farbenbekennen aus der Mode!",RT @USER: #farbenbekennen finde ich wichtig! Weiß gefällt mir sehr! Blond ist eine tolle Haarfarbe bei Frauen! Trikots mit deutschen Nationalfarben haben mir auch gut gefallen! Aber leider ist dort #farbenbekennen aus der Mode!
0.0,"@name MIRI, glaube mir, habe 12 bis zum Untergang der UdSSR die SOWJETS in DDR-CSR-POLEN-UNGARN FmELO mäßig ausgespäht, um zu wissen was UNS da an LUFTSTREITKRÄFTE gegenübersteht, dazu die poliitsche FÜHRUNG, WIR KÖNNEN FROH in EU mit PUTIN einen BESONNEN NACHBARN zu haben!","@USER MIRI, glaube mir, habe 12 bis zum Untergang der UdSSR die SOWJETS in DDR-CSR-POLEN-UNGARN FmELO mäßig ausgespäht, um zu wissen was UNS da an LUFTSTREITKRÄFTE gegenübersteht, dazu die poliitsche FÜHRUNG, WIR KÖNNEN FROH in EU mit PUTIN einen BESONNEN NACHBARN zu haben!"
0.0,"RT @name: @name Keine... ah doch, Kritiker und Warner (aka Realisten) werden ausgegrenzt und sind Nazi.","RT @USER: @USER Keine... ah doch, Kritiker und Warner (aka Realisten) werden ausgegrenzt und sind Nazi."
1.0,"RT @name: Türkisch Mann, Gut Mann.
Türkisch Mann, Stark Mann.
Türkisch Fick, Gut Fick.
Türkisch Fick, Arschfick.","RT @USER: Türkisch Mann, Gut Mann. Türkisch Mann, Stark Mann. Türkisch Fick, Gut Fick. Türkisch Fick, Arschfick."
0.0,"#FrohePfingsten, Herr @StBrandner!   Möge der (alkoholische) Melissengeist Ihre Blutbahn erreichen: Sie haben es dringend nötig - lange sind ihre juristisch miesen Kenntnisse im Bundestag nicht mehr zu ertragen: Es geht nie bergauf, wenn Sie nicht Nachhilfe nehmen    #Afd #noAfd https://t.co/0YZGjAEcoP","#FrohePfingsten, Herr @USER! Möge der (alkoholische) Melissengeist Ihre Blutbahn erreichen: Sie haben es dringend nötig - lange sind ihre juristisch miesen Kenntnisse im Bundestag nicht mehr zu ertragen: Es geht nie bergauf, wenn Sie nicht Nachhilfe nehmen #Afd #noAfd URL"
0.0,"RT @name: Letzten Freitag: Ja die Italinesche Polizei weiß wie man mit einer Terror Gruppe wie die Antifa umgeht! Da bekommen die Polizei auch mehr unterstützung von der Politike!

Italien: Angriff! Polizisten vermöbeln ""Antifaschisten"" mit Schlagstöcken!
#Europa #AfD #Merkel #Asyl #CDU http://","RT @USER: Letzten Freitag: Ja die Italinesche Polizei weiß wie man mit einer Terror Gruppe wie die Antifa umgeht! Da bekommen die Polizei auch mehr unterstützung von der Politike! Italien: Angriff! Polizisten vermöbeln ""Antifaschisten"" mit Schlagstöcken! #Europa #AfD #Merkel #Asyl #CDU URL"
0.0,@name @name @name Dieses leugnen ist absolut dumm.,@USER @USER @USER Dieses leugnen ist absolut dumm.
0.0,"@name Statistiken sind bewusst verfälscht!
Bei den Rechten zählt jedes Hakenkreuz, jeder Hitlergruß usw, als EINE Straftat!
Der G20 in Toto, also ALLE Straftaten von LINKEN VERBRECHERN als EINE Straftat, wie EINE leere Flasche eines Rechten Richtung Polizei werfen! Kann man vergessen!","@USER Statistiken sind bewusst verfälscht! Bei den Rechten zählt jedes Hakenkreuz, jeder Hitlergruß usw, als EINE Straftat! Der G20 in Toto, also ALLE Straftaten von LINKEN VERBRECHERN als EINE Straftat, wie EINE leere Flasche eines Rechten Richtung Polizei werfen! Kann man vergessen!"
0.0,"@name @name Nu, da steht halt Meinen gegen Meinen! ;) Und was die Debattentechnik von Zorn angeht, so sehe ich nicht, daß er seine hehren Ansprüche von LdD einlöst, insbesondere, wenn er in den Zermürbungsmodus umschaltet.","@USER @USER Nu, da steht halt Meinen gegen Meinen! ;) Und was die Debattentechnik von Zorn angeht, so sehe ich nicht, daß er seine hehren Ansprüche von LdD einlöst, insbesondere, wenn er in den Zermürbungsmodus umschaltet."
0.0,"RT @name: ""Rentnerinnen, die ihre Wohnung nicht heizen können oder im Klappbett bei ihren Verwandten schlafen: Sie tauchen in keiner Statistik zur Altersarmut auf.""
http://","RT @USER: ""Rentnerinnen, die ihre Wohnung nicht heizen können oder im Klappbett bei ihren Verwandten schlafen: Sie tauchen in keiner Statistik zur Altersarmut auf."" URL"
0.0,"RT @name: Was haben die #Merkel-Medien jahrelang auf die Bürger in #Sachsen eingeschlagen! Auf #PEGIDA & die #AfD und jetzt sehe ich bei #berichtausberlin, dass der Ministerpräsident von Sachsen, die konsequente Abschiebung von abgelehnten Asylbewerbern fordert! #PEGIDAwirkt #AfDwirkt","RT @USER: Was haben die #Merkel-Medien jahrelang auf die Bürger in #Sachsen eingeschlagen! Auf #PEGIDA & die #AfD und jetzt sehe ich bei #berichtausberlin, dass der Ministerpräsident von Sachsen, die konsequente Abschiebung von abgelehnten Asylbewerbern fordert! #PEGIDAwirkt #AfDwirkt"
1.0,"@Hartes_Geld ABSCHIEBEN DIESES GESINDEL!!.. UND DANM SAGEN WIR,, GUT GENACHT,,!!!","@USER ABSCHIEBEN DIESES GESINDEL!!.. UND DANM SAGEN WIR,, GUT GENACHT,,!!!"
