text,offensive,cleaned_text
Martin Schulz ist Kanzlerkandidat der SPD ohne Schulabschluss. Er ist |LBR| 2 x sitzen geblieben. Ist das Ihre Führungsspitze?,0,Martin Schulz ist Kanzlerkandidat der SPD ohne Schulabschluss. Er ist 2 x sitzen geblieben. Ist das Ihre Führungsspitze?
@heinrichwiechm1 @MiriamOzen Aufstand der deutschen? |LBR| Niemals! |LBR| Mit der Wahl wäre es möglich gewesen...aber für einige war das zu anstrengend oder gar überfordernd!,0,@USER @USER Aufstand der deutschen? Niemals! Mit der Wahl wäre es möglich gewesen...aber für einige war das zu anstrengend oder gar überfordernd!
Endlich angekommen. Die Beschwerde plagt sich immer noch durch den Verkehr. #dritteoption,0,Endlich angekommen. Die Beschwerde plagt sich immer noch durch den Verkehr. #dritteoption
@RegSprecher Mir war nicht bekannt das Deutschland ein Kriegsgebiet geworden ist!,0,@USER Mir war nicht bekannt das Deutschland ein Kriegsgebiet geworden ist!
"@ufhoven @lawyerberlin Na gut. Dann nenne mir 5 Punkte, die Belegen, dass der Islam eine friedliche Religion ist. Und fünf Wohltaten Mohammends an der Menschheit",0,"@USER @USER Na gut. Dann nenne mir 5 Punkte, die Belegen, dass der Islam eine friedliche Religion ist. Und fünf Wohltaten Mohammends an der Menschheit"
"@Lorbass1962 @MiriamOzen @snowcrash729 @davidermes @jreichelt @LorenzMaroldt @ulfposh @polizeiberlin Noch schlimmer ist, das die EU die Palestina seit Jahren Finanziell unterstützt",0,"@USER @USER @USER @USER @USER @USER @USER @USER Noch schlimmer ist, das die EU die Palestina seit Jahren Finanziell unterstützt"
"Parteienwahlkampf &gt;&gt;&gt; Ich fühle mich richtig eingelullt, Versprechen, Vorhaben, hätten, könnten, wollten - wie immer, nichts als LÜGEN 😜",0,"Parteienwahlkampf &gt;&gt;&gt; Ich fühle mich richtig eingelullt, Versprechen, Vorhaben, hätten, könnten, wollten - wie immer, nichts als LÜGEN 😜"
"@Joerg_Meuthen Na hoffentlich hat sich der ‚typisch deutsche Richter’ nicht auch noch entschuldigt, weil keine weiteren mildernde Beweise gefunden wurden",0,"@USER Na hoffentlich hat sich der ‚typisch deutsche Richter’ nicht auch noch entschuldigt, weil keine weiteren mildernde Beweise gefunden wurden"
@KrabatKabat @Westhim Wir haben nicht genug Alternativen,0,@USER @USER Wir haben nicht genug Alternativen
@SawsanChebli @SawsanChebli ...sich damit auch noch brüsten ist schön...dämlich... |LBR| Wenn man tief genug gräbt findet man tatsächlich immer noch eine dümmere deutsche...obwohl bei Katja an der Oberfläche kratzen schon ausreicht....😃😃,1,@USER @USER ...sich damit auch noch brüsten ist schön...dämlich... Wenn man tief genug gräbt findet man tatsächlich immer noch eine dümmere deutsche...obwohl bei Katja an der Oberfläche kratzen schon ausreicht....😃😃
"#Islamisierung #Scharia Beweis: Sagen sie öffentl.: ""Katholiken sind schlimmer als die Pest"" &amp; KEIN Staatsanwalt wird sich um sie kümmern",0,"#Islamisierung #Scharia Beweis: Sagen sie öffentl.: ""Katholiken sind schlimmer als die Pest"" &amp; KEIN Staatsanwalt wird sich um sie kümmern"
"Wer die Zuwanderung nach Europa alleine auf die Einzelstaaten abschiebt, hat aus den letzten Jahren nichts gelernt.",0,"Wer die Zuwanderung nach Europa alleine auf die Einzelstaaten abschiebt, hat aus den letzten Jahren nichts gelernt."
"@Holger_Lucius Merkel reiht sich nahtlos in die Kette deutscher Diktatoren ein, die allesamt ihre Biographien schönen ließen 😜",1,"@USER Merkel reiht sich nahtlos in die Kette deutscher Diktatoren ein, die allesamt ihre Biographien schönen ließen 😜"
@StephanStaiger Das zeig mir mal mit einem Bild.,0,@USER Das zeig mir mal mit einem Bild.
@EliDerWanderer @Yuma_lein Schaut euch einfach die dummen Köpfe an....das gehört eindeutig entsorgt...!,1,@USER @USER Schaut euch einfach die dummen Köpfe an....das gehört eindeutig entsorgt...!
@polizeiberlin @ARDde Und was sagt Euer #Fakenfinder so? |LBR| #ausgruenden,0,@USER @USER Und was sagt Euer #Fakenfinder so? #ausgruenden
@AfD_Bayern @krippmarie Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren. |LBR| Ist zum kotzen!,1,@USER @USER Schon ein Wahnsinn....obwohl nichtmal 1/3 der Bevölkerung sie gewählt hat darf sie trotzdem weiter regieren. Ist zum kotzen!
"@DMFreund1 @krippmarie Träume und Wünsche...leider |LBR| Jamaika-Scheisse wird durchgesetzt....dafür sorgen schon die Lauch-Scheisser |LBR| Die bleiben klebend sitzend...der Troll Joschka hat’s Ihnen vorgemacht, die Warze Roth hat’s perfektioniert ..!",1,"@USER @USER Träume und Wünsche...leider Jamaika-Scheisse wird durchgesetzt....dafür sorgen schon die Lauch-Scheisser Die bleiben klebend sitzend...der Troll Joschka hat’s Ihnen vorgemacht, die Warze Roth hat’s perfektioniert ..!"
"@Die_Gruenen @GoeringEckardt Die gesamte deutschfeindliche Asyl-Politik der Altparteien, provoziert einen Bürgerkrieg! Die Grünen werden als erste vernichtet werden!",1,"@USER @USER Die gesamte deutschfeindliche Asyl-Politik der Altparteien, provoziert einen Bürgerkrieg! Die Grünen werden als erste vernichtet werden!"
@Jala_varietas @Grals_Hueter Die Julia hat ja auch 20 Kalte Lötstellen im Kopf. Bestimmt ein Kind der 68er. Sorry aber die hätte man besser ins Klo gewichst. Da wären die heute noch auf Reißen.,1,@USER @USER Die Julia hat ja auch 20 Kalte Lötstellen im Kopf. Bestimmt ein Kind der 68er. Sorry aber die hätte man besser ins Klo gewichst. Da wären die heute noch auf Reißen.
"""Sonderbehandlung"", ""Herrenmentalität"", ""Blitzsieg"". Ernsthaft? Welche Begriffe kommen als nächstes bei @SPIEGELONLINE über #Israel?",0,"""Sonderbehandlung"", ""Herrenmentalität"", ""Blitzsieg"". Ernsthaft? Welche Begriffe kommen als nächstes bei @USER über #Israel?"
"@Niklas_G_Salm @AfD So derbe mit der Realität konfrontiert zu werden ist schon ein wenig unmenschlich, find ich 😉😇",0,"@USER @USER So derbe mit der Realität konfrontiert zu werden ist schon ein wenig unmenschlich, find ich 😉😇"
@SPIEGEL_Politik Warum veröffentlicht ihr keine Bilder von linken Anarchisten?Die gibt es zuhauf!Aber ihr seit nur ein Unterstützer dieser Horden!,1,@USER Warum veröffentlicht ihr keine Bilder von linken Anarchisten?Die gibt es zuhauf!Aber ihr seit nur ein Unterstützer dieser Horden!
#Mobbing an Schulen setzt sich jetzt in der Politik fort |LBR| Altparteien sprechen alle nicht mit der #AfD sondern nur abfällig(Nazi) über sie,1,#Mobbing an Schulen setzt sich jetzt in der Politik fort Altparteien sprechen alle nicht mit der #AfD sondern nur abfällig(Nazi) über sie
"So, jetzt habt Ihr also protestiert. Und, wie geht es weiter? Klar, das nächste Mal werdet |LBR| Ihr auch wieder protestieren. Bahh ei, dat bockt.",0,"So, jetzt habt Ihr also protestiert. Und, wie geht es weiter? Klar, das nächste Mal werdet Ihr auch wieder protestieren. Bahh ei, dat bockt."
"@Lu_Honeychurch @laloeffelstiel Ach so. Inhaltlich ist die Veranstaltung aber durchaus breiter aufgestellt, u.a. spricht eine Vertreterin des Istanbul Pride.",0,"@USER @USER Ach so. Inhaltlich ist die Veranstaltung aber durchaus breiter aufgestellt, u.a. spricht eine Vertreterin des Istanbul Pride."
@Beutebadener @happyhaidrich3 @LeggaKnoppers @KotzenderStern @destatis @Khajiit7 Was für großmeister wir sind sifftwitter trolle natürlich bin ich rechts aber trotzdem sollte man nicht alles von und 100%ernst nehmen,0,@USER @USER @USER @USER @USER @USER Was für großmeister wir sind sifftwitter trolle natürlich bin ich rechts aber trotzdem sollte man nicht alles von und 100%ernst nehmen
"@HenHoffgaard @mboe0407 Da die Kirche jeher den Herrschenden in den Arsch gekrochen ist, inkl. Hitler, wundert es mich nicht 😜",1,"@USER @USER Da die Kirche jeher den Herrschenden in den Arsch gekrochen ist, inkl. Hitler, wundert es mich nicht 😜"
@sun_meets_rain Euer Shop ist ja auch toll! :-) &lt;3,0,@USER Euer Shop ist ja auch toll! :-) &lt;3
"@ThunderRainman @arian_elquaida ...nicht ""vor der Tür"", sondern im Haus. Es wird HÖCHSTE Zeit, dass es eine Grundreinigung des Hauses gibt 😜",0,"@USER @USER ...nicht ""vor der Tür"", sondern im Haus. Es wird HÖCHSTE Zeit, dass es eine Grundreinigung des Hauses gibt 😜"
@Karl_Lauterbach Da ist endlich jemand der sich mit Kinder und Kinderbildung auskennt...😂,0,@USER Da ist endlich jemand der sich mit Kinder und Kinderbildung auskennt...😂
König Juan Carlos verlässt rechtzeitig das sinkende Schiff. Er hat's gewusst!,0,König Juan Carlos verlässt rechtzeitig das sinkende Schiff. Er hat's gewusst!
"Was d. Wille eines Nationalstaates noch Wert ist,wurde heute in Brüssel demonstriert. Polen gedemütigt😡Ich hoffe d. Preis f.d. EU wird hoch😡",0,"Was d. Wille eines Nationalstaates noch Wert ist,wurde heute in Brüssel demonstriert. Polen gedemütigt😡Ich hoffe d. Preis f.d. EU wird hoch😡"
"Wie so ein ThinktankARSCH sagte, es ist ein Krieg der Eliten gegen die Völker und die Eliten gewinnen immo!Das muß sich drehen !",0,"Wie so ein ThinktankARSCH sagte, es ist ein Krieg der Eliten gegen die Völker und die Eliten gewinnen immo!Das muß sich drehen !"
Ich hoffe mal bis Morgen ist der acc noch nicht gebannt ansonsten wünsch ich euch eine Gute Nacht Kameraden,0,Ich hoffe mal bis Morgen ist der acc noch nicht gebannt ansonsten wünsch ich euch eine Gute Nacht Kameraden
"@Indiesoph @Beatrix_vStorch @le_seb_ Dümmer geht immer,paßt Stalinisten besser ? Geh besser Grammatikfehler jagen, ist ein rein rotgrünes Ding, bevor Argumente am Geist kratzen!",1,"@USER @USER @USER Dümmer geht immer,paßt Stalinisten besser ? Geh besser Grammatikfehler jagen, ist ein rein rotgrünes Ding, bevor Argumente am Geist kratzen!"
@Varg_I_Veum @tagesschau Verlogene Doppelmoralistenheuchler |LBR| Der arme Hund |LBR| #Hetze,1,@USER @USER Verlogene Doppelmoralistenheuchler Der arme Hund #Hetze
"Wenn die Afrikaner merken, dass uneingeladene Gäste konsequent in |LBR| Deutschland nicht aufgenommen werden, hat das doch positive |LBR| Auswirkungen.",0,"Wenn die Afrikaner merken, dass uneingeladene Gäste konsequent in Deutschland nicht aufgenommen werden, hat das doch positive Auswirkungen."
"Zwischenfazit: Merkel sachlich souverän, Schulz verbissen und unglaubwürdig. #TVDuell",0,"Zwischenfazit: Merkel sachlich souverän, Schulz verbissen und unglaubwürdig. #TVDuell"
"@SaschaUlbrich Tja,ich denke EU wird an Bürgerkriegen zugrunde gehen, ist ja genau das was die Eliten planen und der gierige LINKE Scheiß machts möglich !",1,"@USER Tja,ich denke EU wird an Bürgerkriegen zugrunde gehen, ist ja genau das was die Eliten planen und der gierige LINKE Scheiß machts möglich !"
"@Aphrabehne Kein Problem, ich fuhr gestern mit Gartenlatschen in die Stadt. Meine Tochter kaufte mir daraufhin ein Lätzchen ""Wer kleckert muss ins Heim""",0,"@USER Kein Problem, ich fuhr gestern mit Gartenlatschen in die Stadt. Meine Tochter kaufte mir daraufhin ein Lätzchen ""Wer kleckert muss ins Heim"""
"Politiker sind Schauspieler, aber äußerst fiese, da sie ihre Rollen nicht nur spielen, sonder sie leben und sich noch selbst hoch bezahlen.",0,"Politiker sind Schauspieler, aber äußerst fiese, da sie ihre Rollen nicht nur spielen, sonder sie leben und sich noch selbst hoch bezahlen."
"@66Freedom66 teilen, teilen und nochmals teilen!!!",0,"@USER teilen, teilen und nochmals teilen!!!"
"@XYEinzelfall Was wir davon zu halten haben weiß jeder klar denkende Bürger! Die Ö.R. sind nun mal zu allem fähig, außer objektiver Berichte",0,"@USER Was wir davon zu halten haben weiß jeder klar denkende Bürger! Die Ö.R. sind nun mal zu allem fähig, außer objektiver Berichte"
"@ARTEInfo @ProAsyl Wir tragen einen Teil dazu bei - in Frankreich formiert sich gerade ein Gruppe, die @FlchtlngWllkmmn dort umsetzen will",0,"@USER @USER Wir tragen einen Teil dazu bei - in Frankreich formiert sich gerade ein Gruppe, die @USER dort umsetzen will"
@DirkHafermann Sieh an...sich mal jemand erkundigt wie es anderen tatsächlichen Opfer-Hinterbliebenen geht..?,0,@USER Sieh an...sich mal jemand erkundigt wie es anderen tatsächlichen Opfer-Hinterbliebenen geht..?
"@RegSprecher Eine ""gute Bekanntgabe"" wäre, wenn Merkel endlich zurücktreten würde! Ganz Deutschland würde aufatmen!",0,"@USER Eine ""gute Bekanntgabe"" wäre, wenn Merkel endlich zurücktreten würde! Ganz Deutschland würde aufatmen!"
"@ibikus31 Wo sitzen die Redakteure der ""Welt""?",0,"@USER Wo sitzen die Redakteure der ""Welt""?"
"@RegSprecher So sieht Meinungsfreiheit in Deutschland aus, dank dieser Volksverräterin Merkel!! |LBR| Herzlichen Willkommen in der DDR 2.0! Es wird Zeit😡😡😡",1,"@USER So sieht Meinungsfreiheit in Deutschland aus, dank dieser Volksverräterin Merkel!! Herzlichen Willkommen in der DDR 2.0! Es wird Zeit😡😡😡"
@Strack_C Es gibt schon reichlich dumme in den eigenen Reihen...diesmal ist es halt ein arbeitsloser Journalist..!,1,@USER Es gibt schon reichlich dumme in den eigenen Reihen...diesmal ist es halt ein arbeitsloser Journalist..!
"Da Satire ja schon längst nicht mehr alles darf, und ich keine Lust habe, wegen jedem frechen Spruch vor Gericht zu landen, erstelle ich gerade wieder ein musikalisches Comedyprogramm voller methaphorischer Anspielungen. Welcher Titel wäre gut?",0,"Da Satire ja schon längst nicht mehr alles darf, und ich keine Lust habe, wegen jedem frechen Spruch vor Gericht zu landen, erstelle ich gerade wieder ein musikalisches Comedyprogramm voller methaphorischer Anspielungen. Welcher Titel wäre gut?"
@ludhell123 @Blaue_Rose_ddb Seit Jahren werd n wir von dieser Regierung belogen und jetzt sollen wir glauben das es nur ein Fake ist!! Ich glaube das es echt ist!!,1,@USER @USER Seit Jahren werd n wir von dieser Regierung belogen und jetzt sollen wir glauben das es nur ein Fake ist!! Ich glaube das es echt ist!!
@robertandreasch @Report_Antisem Vielen Dank für den Hinweis. Uns war die Veranstaltung bislang nicht bekannt. Wir gehen der Sache nach.,0,@USER @USER Vielen Dank für den Hinweis. Uns war die Veranstaltung bislang nicht bekannt. Wir gehen der Sache nach.
@GabyUlm fröhlicher gruß aus der hauptstadt liebe gaby 🎈,0,@USER fröhlicher gruß aus der hauptstadt liebe gaby 🎈
Mit Deutschland geht es mehr und mehr bergab wann begreift ihr das endlich?,0,Mit Deutschland geht es mehr und mehr bergab wann begreift ihr das endlich?
"Lieber Markus_Soeder, es ist keine Partei rechts der @CSU entstanden. Die #AFD hat nur euren Platz eingenommen, als ihr nach links abgebogen seid.",0,"Lieber Markus_Soeder, es ist keine Partei rechts der @USER entstanden. Die #AFD hat nur euren Platz eingenommen, als ihr nach links abgebogen seid."
"@L7250402 @RGutmensch Wir haben Ihnen doch eben signalisiert, dass wir das nicht tun. Also bitte kommen Sie doch einfach unserer Aufforderung nach. Wenn Ihre Worte nicht nur hohle Phrasen sind, können Sie ja sicher erläutern, was die Sondierungsergebnisse mit ""unseren Jobs"" zu tun haben. Dann mal los!",0,"@USER @USER Wir haben Ihnen doch eben signalisiert, dass wir das nicht tun. Also bitte kommen Sie doch einfach unserer Aufforderung nach. Wenn Ihre Worte nicht nur hohle Phrasen sind, können Sie ja sicher erläutern, was die Sondierungsergebnisse mit ""unseren Jobs"" zu tun haben. Dann mal los!"
"@Magoorooma Das ist zum einen falsch, 2016 waren nur rd. 44% d. Asylbewerber*innen Männer ü18, zum anderen hat es gute Gründe, warum oftmals ein (das ""stärkste"") Familienmitglied zuerst flieht. Schämen sollten sich, folgt man ihrer Argumentation, dann eher die, die Familiennachzug ablehnen.",0,"@USER Das ist zum einen falsch, 2016 waren nur rd. 44% d. Asylbewerber*innen Männer ü18, zum anderen hat es gute Gründe, warum oftmals ein (das ""stärkste"") Familienmitglied zuerst flieht. Schämen sollten sich, folgt man ihrer Argumentation, dann eher die, die Familiennachzug ablehnen."
@Heimat_Germania Ich bewundere Österreicher...sie wissen was sie wollen und tun es dann auch..!,0,@USER Ich bewundere Österreicher...sie wissen was sie wollen und tun es dann auch..!
@FranzAndes45 Gibt es in der Genetik nicht das Prinzip der natürlichen Auslese?,0,@USER Gibt es in der Genetik nicht das Prinzip der natürlichen Auslese?
"Wenn Trump der neue Hitler ist, |LBR| Was ist dann Clinton?? |LBR| Clinton |LBR| Der Antichrist !!!!",1,"Wenn Trump der neue Hitler ist, Was ist dann Clinton?? Clinton Der Antichrist !!!!"
Irgend ein Idiot hat sich über die „Feuerzangenbowle „ aufgeregt weil dieser Film während der Nazizeit gedreht wurde.Was. Ist mit den Bestsellers wie „Emil und die Detektive „ Pünktchen und Anton „oder „das fliegende Klassenzimmer „von Erich Kästner.,1,Irgend ein Idiot hat sich über die „Feuerzangenbowle „ aufgeregt weil dieser Film während der Nazizeit gedreht wurde.Was. Ist mit den Bestsellers wie „Emil und die Detektive „ Pünktchen und Anton „oder „das fliegende Klassenzimmer „von Erich Kästner.
@OwslanderUfo @SM100d Ekelhafte Inszenierung....wir sind hoffnungslos verblödet.,0,@USER @USER Ekelhafte Inszenierung....wir sind hoffnungslos verblödet.
"Alle sind permanent beschäftigt sich gegenseitig Verantwortung/Schuld zuzuschustern: ""ist Ländersache""-""nein Bundessache""-""nein kommunal""",0,"Alle sind permanent beschäftigt sich gegenseitig Verantwortung/Schuld zuzuschustern: ""ist Ländersache""-""nein Bundessache""-""nein kommunal"""
@SaschaUlbrich @FfFrauki Sou absurd das man es als Fake-News sehen möchte... |LBR| Hier wird Vergewaltigung legalisiert...!,0,@USER @USER Sou absurd das man es als Fake-News sehen möchte... Hier wird Vergewaltigung legalisiert...!
Launige Breitseiten vom Kabarettisten Detlev Wischmeyer wie gewöhnlich gestern beim Jahresempfang von Radio Schleswig-Holstein (RSH).,0,Launige Breitseiten vom Kabarettisten Detlev Wischmeyer wie gewöhnlich gestern beim Jahresempfang von Radio Schleswig-Holstein (RSH).
"WEG,WEG,WEG mit LINKS !!! Kein Klagerecht für Migranten ! Keine Unterstützung mit SchwesigRaubgeld für Linksautonome ! Prob gelöst!!!",1,"WEG,WEG,WEG mit LINKS !!! Kein Klagerecht für Migranten ! Keine Unterstützung mit SchwesigRaubgeld für Linksautonome ! Prob gelöst!!!"
@KangaRooger @deadhunt16 @mpeteraltona @udukai2002 @PolizeiHamburg Weil diese Antifantenbrut nicht ihre Gesichter zeigt! Solche Linksversifften Menschen gehören nicht auf die Straße sondern .... *zensiert*!,1,@USER @USER @USER @USER @USER Weil diese Antifantenbrut nicht ihre Gesichter zeigt! Solche Linksversifften Menschen gehören nicht auf die Straße sondern .... *zensiert*!
"@Jellybean4711 Gott hat zuviel Humor, als dass er über die Stöckchen springen würde, die Sie ihm hinhalten.",0,"@USER Gott hat zuviel Humor, als dass er über die Stöckchen springen würde, die Sie ihm hinhalten."
"Warum hat wohl der Terrorfürst Yassir #Arafat das Wort »#Palästinenser« für die #Araber in der #Levante benutzt? Dieses Volk gab es vorher nicht, aber man bediente sich aus dem #Antisemitismus der #Römer, die uns #Juden demütigten &amp; Eretz #Israel in #Palästina« unbenannten.",1,"Warum hat wohl der Terrorfürst Yassir #Arafat das Wort »#Palästinenser« für die #Araber in der #Levante benutzt? Dieses Volk gab es vorher nicht, aber man bediente sich aus dem #Antisemitismus der #Römer, die uns #Juden demütigten &amp; Eretz #Israel in #Palästina« unbenannten."
@welt Ihr seid doch schon genauso drauf WELT!!!,0,@USER Ihr seid doch schon genauso drauf WELT!!!
"@JButtermilch @Taykra Was ein Schmonzes! Es scheint, dass du keine Ahnung von der #Kashrut, den jüdischen Speisegesetzen, hast. #Juden nehmen nicht irgendwelche #Tiere &amp; schächten die einfach. Das Tierwohl &amp; die Reinheit stehen auf oberster Stelle. #Shechita, oder das #Schächten, ist eine Wissenschaft",0,"@USER @USER Was ein Schmonzes! Es scheint, dass du keine Ahnung von der #Kashrut, den jüdischen Speisegesetzen, hast. #Juden nehmen nicht irgendwelche #Tiere &amp; schächten die einfach. Das Tierwohl &amp; die Reinheit stehen auf oberster Stelle. #Shechita, oder das #Schächten, ist eine Wissenschaft"
"@aranxo @trommler69 @hannes_moser @FrankyFKP @MiriamOzen Beschneidung gehört einfach VERBOTEN, egal ob m/w ! Wenn dann nur aus medizinischen Gründen ! Und überhaupt nur von Ärzten !",0,"@USER @USER @USER @USER @USER Beschneidung gehört einfach VERBOTEN, egal ob m/w ! Wenn dann nur aus medizinischen Gründen ! Und überhaupt nur von Ärzten !"
@NorgePrivacy @Grals_Hueter Macht die SPD das ist sie für immer erledigt.,0,@USER @USER Macht die SPD das ist sie für immer erledigt.
"Die 5 % für die Linken sind weggeworfene Stimmen. Ohne sie wäre |LBR| eine CDU/FDP-Regierung möglich. Weg mit den Linken, sie taugen nichts.",1,"Die 5 % für die Linken sind weggeworfene Stimmen. Ohne sie wäre eine CDU/FDP-Regierung möglich. Weg mit den Linken, sie taugen nichts."
Wir sollten den deutschen Kinder und Frauen gedenken die durch den #Islam ermordet wurden.,1,Wir sollten den deutschen Kinder und Frauen gedenken die durch den #Islam ermordet wurden.
@BlauekeP @anna_IIna Haha...der Schmock @BlauekeP hat sich geschminkt und mich gesperrt... |LBR| Dann habe ich was richtig gemacht...,0,@USER @USER Haha...der Schmock @USER hat sich geschminkt und mich gesperrt... Dann habe ich was richtig gemacht...
@shlomosapiens @KrahMax Ich will nicht das es Kriminellen Flüchtlingen Deserteuren und Feiglingen hier besser geht..erst recht nicht dem Afrika-Pack |LBR| Und weder bin ich Rassist noch ein Nazi noch xenophob....!,1,@USER @USER Ich will nicht das es Kriminellen Flüchtlingen Deserteuren und Feiglingen hier besser geht..erst recht nicht dem Afrika-Pack Und weder bin ich Rassist noch ein Nazi noch xenophob....!
"Ihr Japaner, nicht protestieren, Raketen, die über Eure Inseln fliegen, |LBR| abschießen. Bin ich verstanden worden? Sofort umsetzen.",0,"Ihr Japaner, nicht protestieren, Raketen, die über Eure Inseln fliegen, abschießen. Bin ich verstanden worden? Sofort umsetzen."
@ZDFheute Schade das die kotzgrüne Brühe nicht im Erdreich versickert... |LBR| und die ausreisewilligen werden gegen ihren Willen festgehalten...😂😂,1,@USER Schade das die kotzgrüne Brühe nicht im Erdreich versickert... und die ausreisewilligen werden gegen ihren Willen festgehalten...😂😂
#Politiker holen #Terroristen ins Land und lassen die #Opfer hilflos zurück.,1,#Politiker holen #Terroristen ins Land und lassen die #Opfer hilflos zurück.
"@jochen_rohrberg @ARDde Wer so aussieht der träumt davon , die sollte mal sich mal auf ihren Geisteszustand untersuchen lassen!",1,"@USER @USER Wer so aussieht der träumt davon , die sollte mal sich mal auf ihren Geisteszustand untersuchen lassen!"
@wasistzeitgeist @artepmobil Besser sie machen es sich hier nicht zu gemütlich,0,@USER @USER Besser sie machen es sich hier nicht zu gemütlich
"Politisch der Ungebildete, Kriegsbilligende und Charakterlose wird im September Merkels Politik wählen &gt; eine Schande für dieses Land. 🤢",0,"Politisch der Ungebildete, Kriegsbilligende und Charakterlose wird im September Merkels Politik wählen &gt; eine Schande für dieses Land. 🤢"
"@schultchristoph @fdp @DerSPIEGEL Keine andere, aber eine ergänzte: dass nämlich Transfer- und Haftungsunion, Euro-Zonen-Budget usw. weiter ausgeschlossen sind. Das ist realpolitisch bedeutsamer, weil man dafür uns bräuchte. Beim Zurückfahren des ESM bräuchte umgekehrt die FDP eine Mehrheit bei anderen. CL",0,"@USER @USER @USER Keine andere, aber eine ergänzte: dass nämlich Transfer- und Haftungsunion, Euro-Zonen-Budget usw. weiter ausgeschlossen sind. Das ist realpolitisch bedeutsamer, weil man dafür uns bräuchte. Beim Zurückfahren des ESM bräuchte umgekehrt die FDP eine Mehrheit bei anderen. CL"
"Hihihi, ich finde, Merkel bastelte sich aus der CDU/CSU eine neue ""Blockflöten-CDU"" der DDR, voller JA-Sager und Klatscher, eben ohne Hirn😜",1,"Hihihi, ich finde, Merkel bastelte sich aus der CDU/CSU eine neue ""Blockflöten-CDU"" der DDR, voller JA-Sager und Klatscher, eben ohne Hirn😜"
"@sonneundmond1 Und genau darum geht es uns nicht, wenn dieser Tage Flaggen mit Davidsternen brennen (nicht nur die israelische Flagge) und Jüdinnen und Juden offen mit dem Tod bedroht. Über diesen Antisemitismus werden wir berichten, egal was Sie von Israel halten. Schönen Tag.",0,"@USER Und genau darum geht es uns nicht, wenn dieser Tage Flaggen mit Davidsternen brennen (nicht nur die israelische Flagge) und Jüdinnen und Juden offen mit dem Tod bedroht. Über diesen Antisemitismus werden wir berichten, egal was Sie von Israel halten. Schönen Tag."
@IAMMASCHO Bis auf den Holocaust und den Krieg wahr er eigentlich ein solider Kanzler,1,@USER Bis auf den Holocaust und den Krieg wahr er eigentlich ein solider Kanzler
@AsylinNot Trotzdem schaffen sie wahnsinnig großartige Arbeit! Wir sind beeindruckt von den mutigen Frauen!,0,@USER Trotzdem schaffen sie wahnsinnig großartige Arbeit! Wir sind beeindruckt von den mutigen Frauen!
@SvenHeberling Herzlich Willkommen auf Twitter! Und jetzt sorgen wir für Follower! @a_prigge @abendfarben @HamburgRT @Gen_Hamburg @Group_HH,0,@USER Herzlich Willkommen auf Twitter! Und jetzt sorgen wir für Follower! @USER @USER @USER @USER @USER
@UdyrSux @welt Merkel Vasallen sind bei Twitter unerwünscht!,1,@USER @USER Merkel Vasallen sind bei Twitter unerwünscht!
"@Frank_Pasemann Flüchtlingsboote in Küstennähe torpedieren , dann lernen die Sozialschmarotzer schwimmen .Leider sind unsere U -Boote alle nicht einsatzfähig 🛠⚒🔨⛏🔩🔧⚙️",1,"@USER Flüchtlingsboote in Küstennähe torpedieren , dann lernen die Sozialschmarotzer schwimmen .Leider sind unsere U -Boote alle nicht einsatzfähig 🛠⚒🔨⛏🔩🔧⚙️"
#AfD-Versammlung nach Abgesang der Hymne beendet. #de0701,0,#AfD-Versammlung nach Abgesang der Hymne beendet. #de0701
@krippmarie @jouwatch Facebook ist nur für Posten von Urlaubsbilder geeignet...und den Migranten-Dreck will man uns mit aller Gewalt schönreden..zum kotzen..!!,1,@USER @USER Facebook ist nur für Posten von Urlaubsbilder geeignet...und den Migranten-Dreck will man uns mit aller Gewalt schönreden..zum kotzen..!!
@AfDBerlin @krippmarie @SawsanChebli @SawsanChebli ..wurdest Du Luder Du nicht mit Rede.-und Schreibverbot belegt ..? |LBR| Berlin Berlin....Migranten überall...im Rathaus und auf Straßen...ne richtige Kanackenstadt geworden..oder heißt es Kanackenstaat..,1,@USER @USER @USER @USER ..wurdest Du Luder Du nicht mit Rede.-und Schreibverbot belegt ..? Berlin Berlin....Migranten überall...im Rathaus und auf Straßen...ne richtige Kanackenstadt geworden..oder heißt es Kanackenstaat..
"@martinbott75334 @machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Nein, die Häuser stehen in D in Bischofswerda. Direkt am Markt.",0,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Nein, die Häuser stehen in D in Bischofswerda. Direkt am Markt."
